census_code,occupation_title,high_pd,any_pd,dwc,difficult,onet_version,oews_year,offshorability
10,Chief executives,0.0,0.0,0.0,0.0,20.1,2017,0.46866226
20,General and operations managers,0.0,0.0,0.0,0.0,20.1,2017,-0.14223063
30,Legislators,0.0,0.0,0.0,0.0,20.1,2017,
40,Advertising and promotions managers,0.0,0.0,0.0,0.0,20.1,2017,0.32495964
50,Marketing and sales managers,0.0,0.0,0.0,0.0,20.1,2017,0.32495964
60,Public relations and fundraising managers,0.0,0.0,0.0,0.0,20.1,2017,0.32495964
100,Administrative services managers,0.0,0.0,0.0,0.0,20.1,2017,-0.14223063
110,Computer and information systems managers,0.0,0.0,0.0,0.0,20.1,2017,-0.14223063
120,Financial managers,0.0,0.0,0.0,0.0,20.1,2017,0.47275448
135,Compensation and benefits managers,0.0,0.0,0.0,0.0,20.1,2017,1.1813816
136,Human resources managers,0.0,0.0,0.0,0.0,20.1,2017,1.1813816
137,Training and development managers,0.0,0.0,0.0,0.0,20.1,2017,1.1813816
140,Industrial production managers,0.0,0.0,0.75,0.75,20.1,2017,-0.14223063
150,Purchasing managers,0.0,0.0,0.0,0.0,20.1,2017,0.9856056
160,"Transportation, storage, and distribution managers",0.0,0.0,0.0,0.0,20.1,2017,0.71980846
205,"Farmers, ranchers, and other agricultural managers",0.0,0.3333333333333333,1.0,1.0,20.1,2017,-0.1618563
220,Construction managers,0.0,0.0,0.0,0.0,20.1,2017,-0.14223063
230,Education administrators,0.0,0.0,0.0,0.0,20.1,2017,-1.1653323
300,Architectural and engineering managers,0.0,0.0,0.0,0.0,20.1,2017,-0.14223063
310,Food service managers,0.0,1.0,0.0,1.0,20.1,2017,-0.14223063
325,Funeral service managers,0.0,0.0,0.0,0.0,20.1,2017,
330,Gaming managers,0.0,0.0,0.0,0.0,20.1,2017,-0.14223063
340,Lodging managers,0.0,0.0,0.0,0.0,20.1,2017,-0.14223063
350,Medical and health services managers,0.0,0.0,0.0,0.0,20.1,2017,-2.188437
360,Natural sciences managers,0.0,0.0,0.0,0.0,20.1,2017,-0.14223063
400,Postmasters and mail superintendents,0.0,0.0,0.0,0.0,20.1,2017,
410,"Property, real estate, and community association managers",0.0,0.0,0.0,0.0,20.1,2017,0.4990003
420,Social and community service managers,0.0,0.0,0.0,0.0,20.1,2017,-0.14223063
425,Emergency management directors,0.0,0.0,0.0,0.0,20.1,2017,0.0085452795
430,"Managers, all other",0.0,0.0,0.0,0.0,20.1,2017,-0.14223063
500,"Agents and business managers of artists, performers, and athletes",0.0,0.0,0.0,0.0,20.1,2017,0.7345849
510,"Buyers and purchasing agents, farm products",0.0,0.0,0.0,0.0,20.1,2017,0.7120725
