census_code,occupation_title,high_pd,any_pd,dwc,difficult,onet_version,oews_year,offshorability
10,Chief executives,0.0,0.0,0.0,0.0,14.0,2008,0.46866226
20,General and operations managers,0.0,0.0,0.0,0.0,14.0,2008,-0.14223063
30,Legislators,0.0,0.0,0.0,0.0,14.0,2008,0.46866226
40,Advertising and promotions managers,0.0,0.0,0.0,0.0,14.0,2008,0.32495964
50,Marketing and sales managers,0.0,0.0,0.0,0.0,14.0,2008,0.32495964
60,Public relations managers,0.0,0.0,0.0,0.0,14.0,2008,0.32495964
100,Administrative services managers,0.0,0.0,0.0,0.0,14.0,2008,-0.14223063
110,Computer and information systems managers,0.0,0.0,0.0,0.0,14.0,2008,-0.14223063
120,Financial managers,0.0,0.0,0.0,0.0,14.0,2008,0.47275448
130,Human resources managers,0.0,0.0,0.0,0.0,14.0,2008,1.1813816
140,Industrial production managers,0.0,0.0,1.0,1.0,14.0,2008,-0.14223063
150,Purchasing managers,0.0,0.0,0.0,0.0,14.0,2008,0.9856056
160,"Transportation, storage, and distribution managers",0.0,0.0,0.0,0.0,14.0,2008,0.71980846
200,"Farm, ranch, and other agricultural managers",0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,14.0,2008,-1.1741353
210,Farmers and ranchers,0.0,0.0,1.0,1.0,14.0,2008,-0.1618563
220,Construction managers,0.0,0.0,1.0,1.0,14.0,2008,-0.14223063
230,Education administrators,0.0,0.0,0.0,0.0,14.0,2008,-1.1653323
300,Engineering managers,0.0,0.0,0.0,0.0,14.0,2008,-0.14223063
310,Food service managers,0.0,1.0,0.0,1.0,14.0,2008,-0.14223063
320,Funeral directors,0.0,0.0,1.0,1.0,14.0,2008,-2.209604
330,Gaming managers,0.0,0.0,0.0,0.0,14.0,2008,-0.14223063
340,Lodging managers,0.0,0.0,0.0,0.0,14.0,2008,-0.14223063
350,Medical and health services managers,0.0,0.0,0.0,0.0,14.0,2008,-2.188437
360,Natural sciences managers,0.0,0.0,0.0,0.0,14.0,2008,-0.14223063
400,Postmasters and mail superintendents,0.0,0.0,0.0,0.0,14.0,2008,-0.14223063
410,"Property, real estate, and community association managers",0.0,0.0,0.0,0.0,14.0,2008,0.4990003
420,Social and community service managers,0.0,0.0,0.0,0.0,14.0,2008,-0.14223063
430,"Managers, all other",0.0,0.0,0.0,0.0,14.0,2008,-0.14223063
500,"Agents and business managers of artists, performers, and athletes",0.0,0.0,0.0,0.0,14.0,2008,0.7345849
510,"Purchasing agents and buyers, farm products",0.0,0.0,0.0,0.0,14.0,2008,0.7120725
520,"Wholesale and retail buyers, except farm products",0.0,0.0,0.0,0.0,14.0,2008,1.1786948
530,"Purchasing agents, except wholesale, retail, and farm products",0.0,0.0,0.0,0.0,14.0,2008,0.9856056
540,"Claims adjusters, appraisers, examiners, and investigators",0.0,0.0,0.03909743163148591,0.03909743163148591,14.0,2008,1.7648889
560,"Compliance officers, except agriculture, construction, health and safety, and transportation",0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,14.0,2008,-0.057901263
600,Cost estimators,0.0,0.0,0.0,0.0,14.0,2008,-0.14223063
620,"Human resources, training, and labor relations specialists",0.0,0.0,0.0,0.0,14.0,2008,0.63267636
700,Logisticians,0.0,0.0,0.0,0.0,14.0,2008,2.7579606
710,Management analysts,0.0,0.0,0.0,0.0,14.0,2008,-0.052943587
720,Meeting and convention planners,0.0,0.0,0.0,0.0,14.0,2008,-0.14223063
730,Other business operations specialists,0.0,0.0,0.6383128992088617,0.6383128992088617,14.0,2008,0.0085452795
800,Accountants and auditors,0.0,0.0,0.0,0.0,14.0,2008,1.9673074
810,Appraisers and assessors of real estate,0.0,0.0,0.5,0.5,14.0,2008,-0.07501614
820,Budget analysts,0.0,0.0,0.0,0.0,14.0,2008,1.3725127
830,Credit analysts,0.0,0.0,0.0,0.0,14.0,2008,1.3725127
840,Financial analysts,0.0,0.0,0.0,0.0,14.0,2008,1.3725127
850,Personal financial advisors,0.0,0.0,0.0,0.0,14.0,2008,1.3725127
860,Insurance underwriters,0.0,0.0,0.0,0.0,14.0,2008,2.551788
900,Financial examiners,0.0,0.0,0.0,0.0,14.0,2008,-0.057901263
910,Loan counselors and officers,0.0,0.0,0.0,0.0,14.0,2008,1.3725127
930,"Tax examiners, collectors, and revenue agents",0.0,0.0,0.0,0.0,14.0,2008,1.9673074
940,Tax preparers,0.0,0.0,0.0,0.0,14.0,2008,1.3725127
950,"Financial specialists, all other",0.0,0.0,0.014247440148280029,0.014247440148280029,14.0,2008,1.3725127
1000,Computer scientists and systems analysts,0.0,0.05618944877868284,0.0,0.05618944877868284,14.0,2008,0.55302966
1010,Computer programmers,0.0,0.0,0.0,0.0,14.0,2008,2.6609855
1020,Computer software engineers,0.0,0.0,0.0,0.0,14.0,2008,2.6609855
1040,Computer support specialists,0.0,0.0,0.0,0.0,14.0,2008,0.55302966
1060,Database administrators,0.0,1.0,0.0,1.0,14.0,2008,0.55302966
1100,Network and computer systems administrators,0.0,0.0,0.0,0.0,14.0,2008,0.55302966
1110,Network systems and data communications analysts,0.0,0.0,0.0,0.0,14.0,2008,0.55302966
1200,Actuaries,0.0,0.0,0.0,0.0,14.0,2008,2.5070732
1210,Mathematicians,0.0,0.0,0.0,0.0,14.0,2008,
1220,Operations research analysts,0.0,0.0,0.0,0.0,14.0,2008,2.7579606
1230,Statisticians,0.0,0.0,0.0,0.0,14.0,2008,
1240,Miscellaneous mathematical science occupations,0.0,0.0,0.0,0.0,14.0,2008,2.7870965
1300,"Architects, except naval",0.0,0.0,0.0,0.0,14.0,2008,0.15837348
1310,"Surveyors, cartographers, and photogrammetrists",0.0,0.17326219060323106,0.8267378093967689,1.0,14.0,2008,-0.17191468
1320,Aerospace engineers,0.0,0.0,0.0,0.0,14.0,2008,0.9344667
1330,Agricultural engineers,0.0,0.0,0.0,0.0,14.0,2008,
1340,Biomedical engineers,0.0,0.0,0.0,0.0,14.0,2008,
1350,Chemical engineers,0.0,0.0,0.0,0.0,14.0,2008,0.38232005
1360,Civil engineers,0.0,0.0,0.0,0.0,14.0,2008,0.10051954
1400,Computer hardware engineers,0.0,0.0,0.0,0.0,14.0,2008,1.3399316
1410,Electrical and electronic engineers,0.0,0.0,0.0,0.0,14.0,2008,1.3399316
1420,Environmental engineers,0.0,0.0,0.0,0.0,14.0,2008,0.12239017
1430,"Industrial engineers, including health and safety",0.0,0.0,0.8949409851107312,0.8949409851107312,14.0,2008,0.50717866
1440,Marine engineers and naval architects,0.0,0.0,0.0,0.0,14.0,2008,0.12239017
1450,Materials engineers,0.0,0.0,0.0,0.0,14.0,2008,0.56463325
1460,Mechanical engineers,0.0,0.0,0.0,0.0,14.0,2008,0.9184209
1500,"Mining and geological engineers, including mining safety engineers",0.0,0.0,0.0,0.0,14.0,2008,
1510,Nuclear engineers,0.0,0.0,0.0,0.0,14.0,2008,0.12239017
1520,Petroleum engineers,0.0,0.0,0.0,0.0,14.0,2008,2.3023481
1530,"Engineers, all other",0.0,0.0,0.0,0.0,14.0,2008,0.12239017
1540,Drafters,0.0,0.0,0.0,0.0,14.0,2008,2.0951915
1550,"Engineering technicians, except drafters",0.0,0.0,0.227021494370522,0.227021494370522,14.0,2008,0.30405915
1560,Surveying and mapping technicians,0.0,1.0,0.5,1.0,14.0,2008,-0.17191468
1600,Agricultural and food scientists,0.0,0.0,0.0,0.0,14.0,2008,0.63094676
1610,Biological scientists,0.0,0.0,1.0,1.0,14.0,2008,-0.28231725
1640,Conservation scientists and foresters,0.0,0.7969731948185199,0.20302680518148003,0.7969731948185199,14.0,2008,-1.1972
1650,Medical scientists,0.0,0.0,0.0,0.0,14.0,2008,-0.44843423
1700,Astronomers and physicists,0.0,0.0,0.0,0.0,14.0,2008,1.1379269
1710,Atmospheric and space scientists,0.0,0.0,0.0,0.0,14.0,2008,0.59962904
1720,Chemists and materials scientists,0.0,0.0,0.8959344333009813,0.8959344333009813,14.0,2008,0.29382718
1740,Environmental scientists and geoscientists,0.0,0.0,0.0,0.0,14.0,2008,0.12169327
1760,"Physical scientists, all other",0.0,0.0,0.0,0.0,14.0,2008,2.0048308
1800,Economists,0.0,0.0,0.0,0.0,14.0,2008,2.1586444
1810,Market and survey researchers,0.0,0.0,0.0,0.0,14.0,2008,2.1586444
1820,Psychologists,0.0,0.0,0.0,0.0,14.0,2008,-1.0975317
1830,Sociologists,0.0,0.0,0.0,0.0,14.0,2008,
1840,Urban and regional planners,0.0,0.0,0.0,0.0,14.0,2008,1.7483796
